vid,gz_state,gz_district,gz_taluka,gz_village,censuscode,area_km2,population,pop_density,st_pct,land_dependent_pct,natural_forest_pct,plantation_pct,agri_pct,wl_degraded_forest_pct,rfa_pct,protected_pct,connectivity_pct,outside_rfa_pct,conservation_score,conflict_score,priority,cons_band,risk_band,area_km2,households,pop_st,pop_sc,literacy_pct,land_dependent_pct,workers,cultivators,agri_labourers,uninhabited,lulc_reliable,rfa_gap_suspect,protected_km2,connect_km2,rfa_km2,outside_rfa_km2,nonforest_nonpa_km2,pa_names,esz_names,tiger_names,nh_km,nh_names,fsi_division,fsi_range,fsi_circle,basin,subbasin,forest_pct,agri_pct,lulc_evergreen_pct,lulc_deciduous_pct,lulc_scrub_forest_pct,lulc_grassland_pct,lulc_builtup_pct,wl_degraded_forest_pct,wl_mining_industrial_pct,conservation_n,conflict_n
619462,KARNATAKA,Mysore,Heggadadevanakote,Seegavadi,619462.0,7.64065850981942,2267.0,296.7,15.2,65.0,0.0,6.82,91.75,0.0,0.0,0.0,0.0,100.0,15.0,67.9,contested,low,high,7.64065850981942,560.0,344.0,172.0,53.8,65.0,1057.0,509.0,178.0,False,False,False,0.0,0.0,0.0,7.641,7.641,,,,0.0,,,,,Cauvery,Cauvery Middle,0.0,91.75,0.0,0.0,0.0,0.0,1.43,0.0,0.0,3,4
619006,KARNATAKA,Mysore,Heggadadevanakote,Shaubugowdanahalli,619006.0,3.118008629970596,0.0,0.0,,,82.98,0.2,3.83,84.995,81.0,100.0,100.0,19.0,83.7,21.7,protect,high,low,3.118008629970596,0.0,0.0,0.0,,,0.0,0.0,0.0,True,False,False,3.118008629970594,3.118008629970594,2.5248814045851606,0.593,0.0,Nugu WLS,Nugu WLS Karnataka; Bandipur National Park Karnataka,Wayanad,0.0,,,,,Cauvery,Cauvery Middle,82.98,3.83,0.0,82.98,0.0,0.0,0.0,84.995,0.0,3,3
618850,KARNATAKA,Mysore,Heggadadevanakote,Siddapur,618850.0,6.599488014681128,567.0,85.9,2.3,94.4,68.99,1.52,27.49,100.0,64.5,50.4,100.0,35.5,74.3,67.2,negotiate,high,high,6.599488014681128,132.0,13.0,287.0,53.3,94.4,284.0,120.0,148.0,False,False,False,3.323165471998198,6.599488014681125,4.259346645339313,2.34,0.0,Rajiv Gandhi (Nagarhole),,Wayanad,0.0,,,,,Cauvery,Cauvery Middle,68.99,27.49,0.0,68.99,0.0,0.0,1.85,100.0,0.0,3,4
618849,KARNATAKA,Mysore,Heggadadevanakote,Sollapura,618849.0,12.393108508021058,131.0,10.6,0.0,94.9,89.01,0.05,10.36,99.57,90.2,35.0,100.0,9.8,89.0,50.2,"protect, some pressure",high,mid,12.393108508021058,30.0,0.0,131.0,61.8,94.9,78.0,42.0,32.0,False,False,False,4.343773574317137,12.393108508021058,11.176064623038185,1.217,0.0,Rajiv Gandhi (Nagarhole),,Wayanad,0.0,,,,,Cauvery,Cauvery Middle,89.01,10.36,0.0,89.01,0.0,0.0,0.38,99.57,0.0,3,4
619056,KARNATAKA,Mysore,Heggadadevanakote,Thenakallu,619056.0,2.070346775681376,0.0,0.0,,,34.18,0.9,9.18,53.012,29.7,24.2,91.9,70.3,51.9,21.7,secondary,mid,low,2.070346775681376,0.0,0.0,0.0,,,0.0,0.0,0.0,True,False,False,0.5007207745411766,1.901710238020036,0.6152889570729221,1.455,0.0,Rajiv Gandhi (Nagarhole); Bandipur,,Wayanad,0.0,,,,,Cauvery,Cauvery Middle,34.93,9.18,13.4,20.78,0.75,0.0,0.0,53.012,0.0,3,3
619015,KARNATAKA,Mysore,Heggadadevanakote,Vaderahalli,619015.0,7.636113489158091,101.0,13.2,89.1,92.6,86.26,0.0,13.69,90.406,87.9,100.0,100.0,12.1,86.8,39.8,protect,high,low,7.636113489158091,32.0,90.0,0.0,20.8,92.6,54.0,2.0,48.0,False,False,False,7.636113489158095,7.636113489158095,6.709628490573611,0.926,0.0,Bandipur,Bandipur National Park Karnataka; Nugu WLS Karnataka,Wayanad,0.0,,,,,Cauvery,Cauvery Middle,86.26,13.69,0.0,86.26,0.0,0.0,0.0,90.406,0.0,3,4
608015,KARNATAKA,Shimoga,Hosanagara,Adagodi,608015.0,9.86213861724137,649.0,65.8,3.1,28.8,61.34,6.18,12.36,0.0,0.0,0.0,0.0,100.0,30.0,57.5,contested,low,high,9.86213861724137,174.0,20.0,61.0,71.5,28.8,323.0,68.0,25.0,False,False,True,0.0,0.0,0.0,9.862,8.366,,,,2.437473252993489,NH-766C,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,62.58,12.36,5.32,56.02,1.24,0.0,1.18,0.0,0.0,3,4
607946,KARNATAKA,Shimoga,Hosanagara,Alavalli,607946.0,12.723258687876514,929.0,73.0,0.0,69.8,64.36,6.54,25.91,3.231,47.4,0.0,0.0,52.6,47.8,57.9,pressure-led,mid,high,12.723258687876514,199.0,0.0,96.0,74.3,69.8,572.0,247.0,152.0,False,False,False,0.0,0.0,6.033519020244907,6.69,6.581,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,64.36,25.91,8.31,56.05,0.0,0.0,2.32,3.231,0.0,3,4
607890,KARNATAKA,Shimoga,Hosanagara,Amachi,607890.0,0.8496123257595918,10.0,11.8,0.0,100.0,62.73,0.0,2.22,0.0,0.0,0.0,0.0,100.0,30.5,42.6,low priority,low,low,0.8496123257595918,2.0,0.0,0.0,40.0,100.0,4.0,0.0,4.0,False,False,True,0.0,0.0,0.0,0.85,0.565,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,64.21,2.22,28.04,34.69,1.48,0.0,0.0,0.0,0.0,3,4
608004,KARNATAKA,Shimoga,Hosanagara,Amrutha,608004.0,6.977273279927842,1144.0,164.0,0.0,62.4,87.52,4.04,5.65,0.0,2.5,0.0,86.0,97.5,64.3,63.8,negotiate,high,high,6.977273279927842,281.0,0.0,47.0,80.2,62.4,450.0,130.0,151.0,False,False,False,0.0,6.001332489661388,0.1776050652284046,6.8,6.753,,,Shettihalli,0.0,,,,,Krishna,Tungabhadra Upper,87.52,5.65,20.24,67.28,0.0,0.0,1.62,0.0,0.0,3,4
607859,KARNATAKA,Shimoga,Hosanagara,Andagoli,607859.0,4.584458078772207,18.0,3.9,0.0,0.0,38.56,0.27,0.2,0.0,0.0,0.0,0.0,100.0,22.4,23.1,low priority,low,low,4.584458078772207,4.0,0.0,0.0,77.8,0.0,9.0,0.0,0.0,False,False,False,0.0,0.0,0.0,4.584,3.226,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,41.9,0.2,12.67,25.89,3.34,0.0,0.07,0.0,0.0,3,4
607988,KARNATAKA,Shimoga,Hosanagara,Anegadde,607988.0,3.8690569404999686,260.0,67.2,0.0,59.3,80.83,1.78,8.91,0.0,0.0,0.0,0.0,100.0,38.0,56.5,moderate on both,mid,mid,3.8690569404999686,61.0,0.0,80.0,58.5,59.3,113.0,26.0,41.0,False,False,True,0.0,0.0,0.0,3.869,3.869,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,80.83,8.91,4.45,76.38,0.0,0.0,6.15,0.0,0.0,3,4
608023,KARNATAKA,Shimoga,Hosanagara,Aramane Koppa,608023.0,13.935319935215894,958.0,68.7,30.4,74.0,61.01,2.81,12.69,0.0,1.1,0.3,5.0,98.9,47.5,64.3,pressure-led,mid,high,13.935319935215894,234.0,291.0,45.0,62.1,74.0,412.0,51.0,254.0,False,False,False,0.0386486781293651,0.6963974886478773,0.148923729418107,13.786,11.551,,"Mookambika WLS, Karnataka",Shettihalli,2.1304755290390776,NH-766C,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,64.33,12.69,14.29,46.72,3.32,0.0,0.56,0.0,0.0,3,4
607954,KARNATAKA,Shimoga,Hosanagara,Arasalu,607954.0,6.243969376094063,840.0,134.5,0.8,35.4,72.43,9.56,14.03,2.163,39.4,0.0,38.8,60.6,64.9,57.1,negotiate,high,high,6.243969376094063,218.0,7.0,236.0,78.6,35.4,350.0,95.0,29.0,False,False,False,0.0,2.4201268095954944,2.4582535705898416,3.786,3.685,,,Shettihalli,0.0,,,,,Krishna,Tungabhadra Upper,72.43,14.03,14.03,58.4,0.0,0.0,2.36,2.163,0.0,3,4
607897,KARNATAKA,Shimoga,Hosanagara,Argodi,607897.0,2.6695730929643022,212.0,79.4,0.0,73.5,94.81,0.0,4.96,27.745,22.2,0.0,0.0,77.8,55.5,54.7,moderate on both,mid,mid,2.6695730929643022,54.0,0.0,67.0,59.9,73.5,102.0,9.0,66.0,False,False,False,0.0,0.0,0.592795878928429,2.077,2.071,,,,0.5930092064390767,NH-766C,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,94.81,4.96,8.03,86.78,0.0,0.0,0.0,27.745,0.0,3,4
607963,KARNATAKA,Shimoga,Hosanagara,Balekoppa,607963.0,3.540381136751681,207.0,58.5,0.0,60.7,68.87,0.71,9.08,0.0,0.0,0.0,0.0,100.0,32.9,36.1,low priority,low,low,3.540381136751681,43.0,0.0,0.0,67.1,60.7,112.0,34.0,34.0,False,False,True,0.0,0.0,0.0,3.54,2.928,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,69.22,9.08,10.76,58.11,0.35,0.0,0.0,0.0,0.0,3,4
608026,KARNATAKA,Shimoga,Hosanagara,Basavanabyana,608026.0,3.0102444552800023,262.0,87.0,0.0,75.2,62.75,9.99,15.3,0.0,28.7,0.0,94.1,71.3,61.1,60.1,negotiate,high,high,3.0102444552800023,55.0,0.0,21.0,66.8,75.2,145.0,12.0,97.0,False,False,False,0.0,2.831457982614736,0.8653463104367478,2.145,1.832,,,Shettihalli,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,62.75,15.3,30.91,31.84,0.0,0.0,1.56,0.0,0.0,3,4
607955,KARNATAKA,Shimoga,Hosanagara,Basavapura,607955.0,13.063900104822684,873.0,66.8,0.0,95.7,87.2,5.28,6.68,5.261,61.7,0.0,64.8,38.3,78.1,60.9,negotiate,high,high,13.063900104822684,195.0,0.0,0.0,75.1,95.7,559.0,177.0,358.0,False,False,False,0.0,8.46925877670005,8.058213005794267,5.006,4.993,,,Shettihalli,0.0,,,,,Krishna,Tungabhadra Upper,87.2,6.68,17.08,70.12,0.0,0.0,0.74,5.261,0.0,3,4
608052,KARNATAKA,Shimoga,Hosanagara,Begadali,608052.0,11.25491076735706,60.0,5.3,0.0,89.7,45.46,2.08,0.58,0.0,0.0,0.0,0.0,100.0,24.6,38.1,low priority,low,low,11.25491076735706,14.0,0.0,0.0,65.0,89.7,39.0,5.0,30.0,False,False,False,0.0,0.0,0.0,11.255,10.265,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,48.51,0.58,27.41,18.05,3.05,0.0,0.0,0.0,0.0,3,4
607982,KARNATAKA,Shimoga,Hosanagara,Behalli,607982.0,5.36660488172483,407.0,75.8,17.4,40.8,84.26,4.68,10.54,19.075,20.8,0.0,0.0,79.2,49.4,45.5,moderate on both,mid,mid,5.36660488172483,80.0,71.0,18.0,68.1,40.8,174.0,55.0,16.0,False,False,False,0.0,0.0,1.1181335954289904,4.248,4.248,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,84.26,10.54,8.48,75.78,0.0,0.0,0.53,19.075,0.0,3,4
607960,KARNATAKA,Shimoga,Hosanagara,Bellur,607960.0,12.177164099532307,975.0,80.1,0.6,80.2,87.09,0.85,12.06,9.671,99.9,0.0,100.0,0.1,90.8,44.9,"protect, some pressure",high,mid,12.177164099532307,207.0,6.0,2.0,72.3,80.2,496.0,157.0,241.0,False,False,False,0.0,12.177164099532302,12.168269668458583,0.009,0.009,,,Shettihalli,0.0,,,,,Krishna,Tungabhadra Upper,87.09,12.06,25.98,61.11,0.0,0.0,0.0,9.671,0.0,3,4
608035,KARNATAKA,Shimoga,Hosanagara,Belur,608035.0,17.372582470051114,688.0,39.6,7.0,75.0,88.37,1.12,8.05,3.678,20.3,0.0,0.0,79.7,51.4,52.5,moderate on both,mid,mid,17.372582470051114,168.0,48.0,3.0,74.4,75.0,264.0,196.0,2.0,False,False,False,0.0,0.0,3.523250133680103,13.849,13.786,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,88.39,8.05,51.3,37.07,0.02,0.0,1.42,3.678,0.0,3,4
607949,KARNATAKA,Shimoga,Hosanagara,Benavalli,607949.0,10.572163944505824,954.0,90.2,0.0,77.0,66.62,5.73,25.9,4.51,28.1,0.0,59.5,71.9,60.8,59.9,negotiate,high,high,10.572163944505824,228.0,0.0,43.0,76.7,77.0,457.0,254.0,98.0,False,False,False,0.0,6.288695702977282,2.9711052961503257,7.601,7.591,,,Shettihalli,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,67.15,25.9,6.2,60.42,0.53,0.0,1.13,4.51,0.0,3,4
614299,KARNATAKA,Shimoga,Hosanagara,Bidarahalli,614299.0,1.712419417993602,2449.0,1430.1,0.3,57.8,0.0,5.13,86.81,0.0,0.0,0.0,0.0,100.0,15.0,72.0,contested,low,high,1.712419417993602,515.0,7.0,288.0,54.2,57.8,1199.0,287.0,406.0,False,False,False,0.0,0.0,0.0,1.712,1.712,,,,0.0,,,,,Cauvery,Cauvery Middle,0.0,86.81,0.0,0.0,0.0,0.0,8.06,0.0,0.0,3,4
607940,KARNATAKA,Shimoga,Hosanagara,Bilki,607940.0,5.954870405858977,358.0,60.1,4.7,78.0,89.8,1.73,8.14,18.182,56.8,0.0,0.0,43.2,61.4,41.0,protect,high,low,5.954870405858977,83.0,17.0,0.0,70.1,78.0,123.0,92.0,4.0,False,False,False,0.0,0.0,3.3841798493975803,2.571,2.552,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,89.8,8.14,3.78,86.02,0.0,0.0,0.0,18.182,0.0,3,4
607976,KARNATAKA,Shimoga,Hosanagara,Billodi,607976.0,3.605620276445656,438.0,121.5,0.0,76.7,77.91,3.65,16.95,0.435,14.3,0.0,76.1,85.7,62.3,48.7,"protect, some pressure",high,mid,3.605620276445656,96.0,0.0,0.0,82.6,76.7,266.0,10.0,194.0,False,False,False,0.0,2.7435401241550124,0.5163980673140278,3.089,3.042,,,Shettihalli,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,77.91,16.95,45.48,32.43,0.0,0.0,0.0,0.435,0.0,3,4
608024,KARNATAKA,Shimoga,Hosanagara,Brahmanatharave,608024.0,8.772713680438768,369.0,42.1,14.9,0.6,85.69,1.65,3.19,4.151,17.6,0.0,41.7,82.4,64.8,27.9,protect,high,low,8.772713680438768,102.0,55.0,47.0,75.3,0.6,156.0,1.0,0.0,False,False,False,0.0,3.659926358527768,1.5447355389596595,7.228,6.61,,,Shettihalli,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,86.87,3.19,24.94,60.75,1.18,0.0,0.07,4.151,0.0,3,4
608022,KARNATAKA,Shimoga,Hosanagara,Brahmanavada,608022.0,12.051674356060223,494.0,41.0,6.3,85.2,83.83,1.28,4.64,2.264,22.3,46.9,79.5,77.7,67.5,64.0,negotiate,high,high,12.051674356060223,114.0,31.0,1.0,67.4,85.2,236.0,65.0,136.0,False,False,False,5.655553723398662,9.584855482527802,2.6898223552705685,9.362,8.742,Mookambika WLS,"Mookambika WLS, Karnataka",Shettihalli,3.3898559946185105,NH-766C,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,83.99,4.64,51.95,31.88,0.16,0.0,0.52,2.264,0.0,3,4
608027,KARNATAKA,Shimoga,Hosanagara,Byse,608027.0,12.87112328285641,961.0,74.7,0.0,70.6,78.17,7.16,10.75,0.731,16.6,13.7,59.2,83.4,62.2,70.1,negotiate,high,high,12.87112328285641,208.0,0.0,7.0,71.5,70.6,445.0,189.0,125.0,False,False,False,1.7685887177368975,7.619175253776762,2.134342309681565,10.737,10.565,,"Mookambika WLS, Karnataka",Shettihalli,2.990169855867386,NH-766C,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,78.51,10.75,51.4,26.77,0.34,0.0,2.05,0.731,0.0,3,4
607931,KARNATAKA,Shimoga,Hosanagara,Chicka Jeni,607931.0,5.571965784769873,742.0,133.2,3.0,97.3,78.42,4.1,16.69,38.449,100.0,0.0,0.0,0.0,66.8,56.9,negotiate,high,high,5.571965784769873,175.0,22.0,20.0,70.2,97.3,448.0,389.0,47.0,False,False,False,0.0,0.0,5.5700691368868025,0.002,0.0,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,78.53,16.69,21.53,56.89,0.11,0.0,0.0,38.449,0.0,3,4
607862,KARNATAKA,Shimoga,Hosanagara,Churda,607862.0,3.395060685949429,10.0,2.9,0.0,87.5,50.5,3.87,2.03,0.0,0.0,0.0,0.0,100.0,26.2,37.1,low priority,low,low,3.395060685949429,3.0,0.0,0.0,60.0,87.5,8.0,0.0,7.0,False,False,True,0.0,0.0,0.0,3.395,2.766,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,55.02,2.03,14.56,35.94,4.52,0.0,0.0,0.0,0.0,3,4
597992,KARNATAKA,Shimoga,Hosanagara,Dodbailu,597992.0,1.5694122908622568,309.0,196.9,0.0,81.6,1.59,6.57,84.46,0.0,0.0,0.0,0.0,100.0,15.9,73.6,contested,low,high,1.5694122908622568,61.0,0.0,0.0,63.1,81.6,141.0,59.0,56.0,False,False,False,0.0,0.0,0.0,1.569,1.569,,,,0.0,,,,,Krishna,Krishna Upper,1.59,84.46,0.0,1.59,0.0,0.0,3.98,0.0,0.0,3,4
607908,KARNATAKA,Shimoga,Hosanagara,Dodda Bilagodu,607908.0,2.04000862521474,213.0,104.4,9.4,40.3,85.71,0.31,13.51,0.0,0.0,0.0,0.0,100.0,40.2,38.2,secondary,mid,low,2.04000862521474,49.0,20.0,0.0,70.0,40.3,129.0,42.0,10.0,False,False,True,0.0,0.0,0.0,2.04,2.031,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,85.71,13.51,19.2,66.51,0.0,0.0,0.0,0.0,0.0,3,4
607867,KARNATAKA,Shimoga,Hosanagara,Dumma,607867.0,8.030089083338206,563.0,70.1,0.0,78.4,77.07,0.82,10.61,1.8,7.7,0.0,0.0,92.3,42.9,48.3,moderate on both,mid,mid,8.030089083338206,116.0,0.0,41.0,70.0,78.4,190.0,92.0,57.0,False,False,False,0.0,0.0,0.6221490484749451,7.408,6.773,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,79.57,10.61,6.03,71.04,2.5,0.0,0.04,1.8,0.0,3,4
608041,KARNATAKA,Shimoga,Hosanagara,Ginikallu,608041.0,9.836268351711649,499.0,50.7,0.0,48.0,91.14,0.48,5.32,2.548,31.1,0.0,0.0,68.9,56.0,49.9,moderate on both,mid,mid,9.836268351711649,124.0,0.0,1.0,71.7,48.0,344.0,121.0,44.0,False,False,False,0.0,0.0,3.061088152184392,6.775,6.775,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,91.2,5.32,69.7,21.44,0.06,0.0,2.84,2.548,0.0,3,4
608047,KARNATAKA,Shimoga,Hosanagara,Gubbiga,608047.0,15.070712032294836,29.0,1.9,0.0,15.4,66.08,1.0,0.18,6.455,46.2,50.6,0.0,53.8,48.2,20.4,secondary,mid,low,15.070712032294836,8.0,0.0,1.0,62.1,15.4,13.0,2.0,0.0,False,False,False,7.627025824213364,0.0,6.969512154569207,8.101,1.493,Someshwara WLS,Someshwara WLS Karnataka,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,69.2,0.18,51.02,15.06,3.12,0.0,0.0,6.455,0.0,3,4
607875,KARNATAKA,Shimoga,Hosanagara,H.Honne Koppa,607875.0,1.169365205282456,20.0,17.1,0.0,66.7,87.17,3.21,0.27,0.0,0.0,0.0,0.0,100.0,41.0,32.1,secondary,mid,low,1.169365205282456,4.0,0.0,0.0,65.0,66.7,9.0,5.0,1.0,False,False,True,0.0,0.0,0.0,1.169,1.06,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,87.17,0.27,6.42,80.75,0.0,0.0,0.0,0.0,0.0,3,4
607915,KARNATAKA,Shimoga,Hosanagara,H.Hunasavalli,607915.0,2.3753291505825413,204.0,85.9,0.0,87.5,86.58,0.92,11.31,0.0,0.0,0.0,0.0,100.0,40.6,63.0,pressure-led,mid,high,2.3753291505825413,35.0,0.0,0.0,67.2,87.5,104.0,78.0,13.0,False,False,True,0.0,0.0,0.0,2.375,2.375,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,86.58,11.31,15.66,70.92,0.0,0.0,1.18,0.0,0.0,3,4
607864,KARNATAKA,Shimoga,Hosanagara,Halethota,607864.0,0.8381950653883783,104.0,124.1,8.7,48.0,92.62,0.74,6.28,0.0,0.0,0.0,0.0,100.0,44.0,51.5,moderate on both,mid,mid,0.8381950653883783,24.0,9.0,48.0,66.3,48.0,75.0,7.0,29.0,False,False,True,0.0,0.0,0.0,0.838,0.838,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,92.62,6.28,4.06,88.56,0.0,0.0,0.37,0.0,0.0,3,4
607952,KARNATAKA,Shimoga,Hosanagara,Haramballi,607952.0,2.53524252740545,389.0,153.4,0.0,47.7,64.89,7.94,25.43,4.591,12.5,0.0,100.0,87.5,59.6,43.8,"protect, some pressure",high,mid,2.53524252740545,75.0,0.0,0.0,73.3,47.7,197.0,94.0,0.0,False,False,False,0.0,2.53524252740545,0.3157598673516175,2.219,2.185,,,Shettihalli,0.0,,,,,Krishna,Tungabhadra Upper,64.89,25.43,8.56,56.33,0.0,0.0,0.0,4.591,0.0,3,4
607913,KARNATAKA,Shimoga,Hosanagara,Haridravati,607913.0,8.745039513710811,736.0,84.2,0.0,67.7,71.88,3.05,13.88,0.0,0.0,0.0,0.0,100.0,34.1,53.9,low priority,low,mid,8.745039513710811,181.0,0.0,119.0,67.3,67.7,387.0,131.0,131.0,False,False,True,0.0,0.0,0.0,8.745,7.936,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,72.67,13.88,8.9,62.98,0.79,0.0,0.65,0.0,0.0,3,4
607956,KARNATAKA,Shimoga,Hosanagara,Harohithlu,607956.0,13.55465066583035,844.0,62.3,0.0,50.6,90.22,4.07,5.08,10.055,98.5,0.0,100.0,1.5,91.9,42.3,protect,high,low,13.55465066583035,182.0,0.0,31.0,68.0,50.6,464.0,152.0,83.0,False,False,False,0.0,13.554650665830348,13.34584587952084,0.209,0.181,,,Shettihalli,0.0,,,,,Krishna,Tungabhadra Upper,90.38,5.08,14.12,76.1,0.16,0.0,0.21,10.055,0.0,3,4
608017,KARNATAKA,Shimoga,Hosanagara,Hebbarli,608017.0,12.525803600251834,714.0,57.0,5.3,65.6,42.15,7.37,24.46,0.026,1.4,1.1,0.0,98.6,28.0,48.9,low priority,low,mid,12.525803600251834,170.0,38.0,1.0,63.3,65.6,256.0,149.0,19.0,False,False,False,0.1416349914221404,0.0,0.1785216967671462,12.347,10.304,,"Mookambika WLS, Karnataka",,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,44.91,24.46,2.91,39.24,2.76,0.0,0.63,0.026,0.0,3,4
607851,KARNATAKA,Shimoga,Hosanagara,Hebbege,607851.0,15.22600416628062,428.0,28.1,7.2,53.2,35.33,2.25,22.96,0.0,8.9,8.3,0.0,91.1,28.4,42.5,low priority,low,low,15.22600416628062,113.0,31.0,10.0,70.3,53.2,203.0,11.0,97.0,False,False,False,1.2671295834786742,0.0,1.3538446192353992,13.872,10.072,,"Mookambika WLS, Karnataka",,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,36.07,22.96,11.56,23.77,0.74,0.29,0.7,0.0,0.0,3,4
608034,KARNATAKA,Shimoga,Hosanagara,Hilukunji,608034.0,9.438766166148111,312.0,33.1,2.2,93.6,79.97,0.56,8.6,4.717,17.4,0.0,0.0,82.6,46.5,71.1,pressure-led,mid,high,9.438766166148111,75.0,7.0,35.0,67.6,93.6,125.0,48.0,69.0,False,False,False,0.0,0.0,1.6376274066619292,7.801,7.249,,,,3.498636359015108,NH-766C,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,81.5,8.6,33.82,46.15,1.53,0.0,1.5,4.717,0.0,3,4
607932,KARNATAKA,Shimoga,Hosanagara,Hiremaithe,607932.0,7.9017157842856225,776.0,98.2,0.0,42.4,78.22,2.26,19.13,38.175,89.3,0.0,0.0,10.7,62.9,44.9,"protect, some pressure",high,mid,7.9017157842856225,164.0,0.0,0.0,66.6,42.4,521.0,193.0,28.0,False,False,False,0.0,0.0,7.056227879956676,0.845,0.826,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,78.22,19.13,2.66,75.56,0.0,0.0,0.16,38.175,0.0,3,4
607981,KARNATAKA,Shimoga,Hosanagara,Hiriyogi,607981.0,1.7000112577805706,266.0,156.5,28.6,48.1,61.1,12.84,24.4,17.064,10.7,0.0,0.0,89.2,37.2,60.2,contested,low,high,1.7000112577805706,69.0,76.0,5.0,73.7,48.1,108.0,50.0,2.0,False,False,False,0.0,0.0,0.1826462012850504,1.517,1.517,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,61.1,24.4,16.33,44.77,0.0,0.0,1.65,17.064,0.0,3,4
607884,KARNATAKA,Shimoga,Hosanagara,Holagodu,607884.0,0.9319148195166368,129.0,138.4,0.0,93.8,94.94,3.72,1.35,3.041,6.5,0.0,0.0,93.5,51.5,55.9,moderate on both,mid,mid,0.9319148195166368,27.0,0.0,0.0,70.5,93.8,64.0,60.0,0.0,False,False,False,0.0,0.0,0.0607911950768549,0.871,0.871,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,94.94,1.35,5.41,89.53,0.0,0.0,0.0,3.041,0.0,3,4
607861,KARNATAKA,Shimoga,Hosanagara,Hosakoppa,607861.0,3.2418916756704834,66.0,20.4,48.5,10.5,39.78,2.13,5.81,0.0,0.0,0.0,0.0,100.0,22.8,21.4,low priority,low,low,3.2418916756704834,14.0,32.0,26.0,71.2,10.5,38.0,2.0,2.0,False,False,False,0.0,0.0,0.0,3.242,2.598,,,,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,42.2,5.81,12.0,27.78,2.42,0.0,0.0,0.0,0.0,3,4
608018,KARNATAKA,Shimoga,Hosanagara,Hosur,608018.0,10.601112490929829,1186.0,111.9,6.7,51.8,74.71,1.54,17.97,8.302,42.8,47.7,0.0,57.2,51.1,71.8,pressure-led,mid,high,10.601112490929829,281.0,80.0,58.0,67.0,51.8,473.0,187.0,58.0,False,False,False,5.060009591003034,0.0,4.540062340689087,6.061,5.795,,"Mookambika WLS, Karnataka",,4.425775578908114,NH-766C,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,75.3,17.97,23.25,51.46,0.59,0.0,2.54,8.302,0.0,3,4
608003,KARNATAKA,Shimoga,Hosanagara,Huligadde,608003.0,6.907520710499662,649.0,94.0,0.0,50.7,86.7,1.5,10.89,10.667,32.1,0.0,32.1,67.9,68.9,46.7,"protect, some pressure",high,mid,6.907520710499662,137.0,0.0,20.0,75.8,50.7,276.0,86.0,54.0,False,False,False,0.0,2.214975640488653,2.214223062412633,4.693,4.643,,,Shettihalli,0.0,,,,,West flowing rivers from Tadri to Kanyakumari,Netravati and others,86.7,10.89,13.3,73.4,0.0,0.0,0.18,10.667,0.0,3,4
